rowid,ID,Country,Type,Date,Year,Title,Outcome
1724,Finland Agenda,Finland,Agenda,2019-02-16,2019,Work of the Constitutional Committee Public / PL 50 Section 2,AllAdmissible_FailedPostSignature
1725,Finland Agenda,Finland,Agenda,2019-02-15,2019,The pursuit of profits should be prohibited in care services and early childhood education,AllAdmissible_FailedPostSignature
1726,Finland Agenda,Finland,Agenda,2019-02-14,2019,Lightening the administrative burden of the smallest companies,AllAdmissible_FailedPostSignature
1727,Finland Agenda,Finland,Agenda,2019-02-14,2019,Deckriminalization of cannabis,AllAdmissible_FailedPostSignature
1728,Finland Agenda,Finland,Agenda,2019-02-14,2019,Positive option for a traffic fine / traffic error fee,AllAdmissible_FailedPostSignature
1729,Finland Agenda,Finland,Agenda,2019-02-13,2019,Citizens' Initiative on Equal Treatment of Parties in Political Programs of the Finnish Broadcasting Company.,AllAdmissible_FailedPostSignature
1730,Finland Agenda,Finland,Agenda,2019-02-13,2019,State to support children/young people's physical activity,AllAdmissible_FailedPostSignature
1731,Finland Agenda,Finland,Agenda,2019-02-09,2019,A legal initiative to prevent inequalities of wealth,AllAdmissible_FailedPostSignature
1732,Finland Agenda,Finland,Agenda,2019-02-08,2019,"Working as a member of the Board of Directors only in a company represented/owned by a company, except for non -profit associations/foundations that do not pay compensation/salary.",AllAdmissible_FailedPostSignature
1733,Finland Agenda,Finland,Agenda,2019-02-06,2019,Abolished with all tax -free dividends tax exemption and bring all dividends to equal taxation,AllAdmissible_FailedPostSignature
1734,Finland Agenda,Finland,Agenda,2019-02-05,2019,"Restricted the maximum interest rate for corporate taxation by law to prevent legal ""tax planning"" today by Caruna and Esperi Caren types",AllAdmissible_FailedPostSignature
1735,Finland Agenda,Finland,Agenda,2019-02-04,2019,To complete a passenger car driving license in primary school,AllAdmissible_FailedPostSignature
1736,Finland Agenda,Finland,Agenda,2019-02-04,2019,MPs are required to get to know the jobs,AllAdmissible_FailedPostSignature
1737,Finland Agenda,Finland,Agenda,2019-02-02,2019,A child under the age of 10,AllAdmissible_FailedPostSignature
1738,Finland Agenda,Finland,Agenda,2019-02-01,2019,Elderly Ombudsman to promote the implementation of the rights of the elderly in Finland,AllAdmissible_FailedPostSignature
1739,Finland Agenda,Finland,Agenda,2019-02-01,2019,Bill: Service Houses/Nursing Homes off stock exchange,AllAdmissible_FailedPostSignature
1740,Finland Agenda,Finland,Agenda,2019-02-01,2019,The minimum number of personnel design of the elderly in the elderly must be recorded in law,AllAdmissible_FailedPostSignature
1741,Finland Agenda,Finland,Agenda,2019-02-01,2019,High -quality elderly care,AllAdmissible_FailedPostSignature
1743,Finland Agenda,Finland,Agenda,2019-02-01,2019,The mining law should be reformed to national interests and environmental protection,AllAdmissible_FailedPostSignature
1744,Finland Agenda,Finland,Agenda,2019-02-01,2019,Citizens' Initiative to trigger law -making on municipal right to order a littering administrative penalty fee,AllAdmissible_FailedPostSignature
1745,Finland Agenda,Finland,Agenda,2019-02-01,2019,Affordable fiber optic connection (at least 1000 MBPS/1000 MBPS) for each economy,AllAdmissible_FailedPostSignature
1746,Finland Agenda,Finland,Agenda,2019-02-01,2019,Presentation of the regional speed limit in connection with automatic surveillance,AllAdmissible_FailedPostSignature
1747,Finland Agenda,Finland,Agenda,2019-01-31,2019,The office of the Ombudsman to be established to monitor and improve the rights of the elderly,AllAdmissible_FailedPostSignature
1748,Finland Agenda,Finland,Agenda,2019-01-31,2019,The state must take action in the so -called. In order to recover a delayed tax port included in the insurance coverage as soon as possible,AllAdmissible_FailedPostSignature
1749,Finland Agenda,Finland,Agenda,2019-01-31,2019,The establishment of a Constitutional Court in our country.,AllAdmissible_FailedPostSignature
1750,Finland Agenda,Finland,Agenda,2019-01-30,2019,Payment of MPs to Parties,AllAdmissible_FailedPostSignature
1751,Finland Agenda,Finland,Agenda,2019-01-30,2019,The payment method of unemployment benefit must be renewed,AllAdmissible_FailedPostSignature
1752,Finland Agenda,Finland,Agenda,2019-01-29,2019,Companies providing public services must pay their taxes to Finland!,AllAdmissible_FailedPostSignature
1753,Finland Agenda,Finland,Agenda,2019-01-29,2019,Over -indebted bailiffs to be removed,AllAdmissible_FailedPostSignature
1754,Finland Agenda,Finland,Agenda,2019-01-29,2019,"After all, Lappeenranta is located for rescue helicopter!",AllAdmissible_FailedPostSignature
1755,Finland Agenda,Finland,Agenda,2019-01-29,2019,Real-time NATO vote.,AllAdmissible_FailedPostSignature
1756,Finland Agenda,Finland,Agenda,2019-01-28,2019,Taxation of diesel cars,AllAdmissible_FailedPostSignature
1757,Finland Agenda,Finland,Agenda,2019-01-28,2019,The offender responsible for the costs of the victim's mental or physical suffering.,AllAdmissible_FailedPostSignature
1758,Finland Agenda,Finland,Agenda,2019-01-26,2019,Raising the tax rate of heating oil,AllAdmissible_FailedPostSignature
1759,Finland Agenda,Finland,Agenda,2019-01-25,2019,MP's fees to be committed to a transparent meter,AllAdmissible_FailedPostSignature
1760,Finland Agenda,Finland,Agenda,2019-01-25,2019,Initiative to change the Child Welfare Act due to sexual offenses,AllAdmissible_FailedPostSignature
1761,Finland Agenda,Finland,Agenda,2019-01-24,2019,Removal of 21.5 days of labor market support,AllAdmissible_FailedPostSignature
1762,Finland Agenda,Finland,Agenda,2019-01-23,2019,Nationwide the opposition of bullying to a shield model,AllAdmissible_FailedPostSignature
1764,Finland Agenda,Finland,Agenda,2019-01-21,2019,Direct democracy or full democracy to Finland using the RIC tool,AllAdmissible_FailedPostSignature
1765,Finland Agenda,Finland,Agenda,2019-01-19,2019,Driving License Back to Official Identity,AllAdmissible_FailedPostSignature
1766,Finland Agenda,Finland,Agenda,2019-01-19,2019,Tip fee for use in the fight against sexual crime against children,AllAdmissible_FailedPostSignature
1767,Finland Agenda,Finland,Agenda,2019-01-17,2019,"The restoration of police districts, police and police departments to replace the abolition",AllAdmissible_FailedPostSignature
1768,Finland Agenda,Finland,Agenda,2019-01-17,2019,Stopping the broadcasting tax,AllAdmissible_FailedPostSignature
1769,Finland Agenda,Finland,Agenda,2019-01-17,2019,Driving license must be preserved in the so -called. as a strong identity identification instrument after 1 January 2019.,AllAdmissible_FailedPostSignature
1770,Finland Agenda,Finland,Agenda,2019-01-16,2019,Raised briskly on the shielding part of the bailout,AllAdmissible_FailedPostSignature
1771,Finland Agenda,Finland,Agenda,2019-01-16,2019,Initiative to eliminate car tax in Finland,AllAdmissible_FailedPostSignature
1772,Finland Agenda,Finland,Agenda,2019-01-16,2019,Laku barrels must be removed from the list of smoking products.,AllAdmissible_FailedPostSignature
1773,Finland Agenda,Finland,Agenda,2019-01-15,2019,Asylum seeker who is on holiday in his home country must be nullified and residence permit in the destination country,AllAdmissible_FailedPostSignature
1774,Finland Agenda,Finland,Agenda,2019-01-15,2019,Law on the transfer of a recovery action to the state of the state,AllAdmissible_FailedPostSignature
1775,Finland Agenda,Finland,Agenda,2019-01-15,2019,Large projects for environmental evaluation,AllAdmissible_FailedPostSignature
1776,Finland Agenda,Finland,Agenda,2019-01-15,2019,"Adding a good atmosphere for education in early childhood education and education professionals, the importance of grouping and the aftercare of bullying",AllAdmissible_FailedPostSignature
1777,Finland Agenda,Finland,Agenda,2019-01-15,2019,The Finnish Mining Act must be reformed,AllAdmissible_FailedPostSignature
1778,Finland Agenda,Finland,Agenda,2019-01-14,2019,"Progress of Income Taxation according to maintenance expenditure, not by income; Co -tax",AllAdmissible_FailedPostSignature
1779,Finland Agenda,Finland,Agenda,2019-01-13,2019,Proposal number 13 to change the election law.,AllAdmissible_FailedPostSignature
1780,Finland Agenda,Finland,Agenda,2019-01-12,2019,"For a family mother, pay for your own children's care",AllAdmissible_FailedPostSignature
1781,Finland Agenda,Finland,Agenda,2019-01-12,2019,Proposal number 12 to change the election law.,AllAdmissible_FailedPostSignature
1782,Finland Agenda,Finland,Agenda,2019-01-11,2019,An offense punishable for breach of election pledges,AllAdmissible_FailedPostSignature
1783,Finland Agenda,Finland,Agenda,2019-01-11,2019,Proposal number 11 to change the election law.,AllAdmissible_FailedPostSignature
1784,Finland Agenda,Finland,Agenda,2019-01-10,2019,Proposal number 10 to change the election law.,AllAdmissible_FailedPostSignature
1785,Finland Agenda,Finland,Agenda,2019-01-09,2019,Returning of Taxis to Disabled Transportation In Taxi Act,AllAdmissible_FailedPostSignature
1786,Finland Agenda,Finland,Agenda,2019-01-09,2019,"Yle down, people up!",AllAdmissible_FailedPostSignature
1787,Finland Agenda,Finland,Agenda,2019-01-09,2019,Suggestion number 9 to change the election law.,AllAdmissible_FailedPostSignature
1788,Finland Agenda,Finland,Agenda,2019-01-08,2019,Proposal number 8 to change the election law.,AllAdmissible_FailedPostSignature
1789,Finland Agenda,Finland,Agenda,2019-01-07,2019,The division of labor and tasks of the home service and family work provided to families with children should be clearly distinguished and the availability of concrete home help for families with children,AllAdmissible_FailedPostSignature
1790,Finland Agenda,Finland,Agenda,2019-01-07,2019,Gold Home - Initiative to nationalize Finnish mining mineral property,AllAdmissible_FailedPostSignature
1791,Finland Agenda,Finland,Agenda,2019-01-07,2019,Proposal number 7 to change the election law.,AllAdmissible_FailedPostSignature
1792,Finland Agenda,Finland,Agenda,2019-01-06,2019,For all outdoor clothing sold in Finland,AllAdmissible_FailedPostSignature
1793,Finland Agenda,Finland,Agenda,2019-01-06,2019,Proposal number 6 to change the election law.,AllAdmissible_FailedPostSignature
1794,Finland Agenda,Finland,Agenda,2019-01-05,2019,Proposal number 5 to change the election law.,AllAdmissible_FailedPostSignature
1795,Finland Agenda,Finland,Agenda,2019-01-04,2019,Law on opposing citizens' initiatives,AllAdmissible_FailedPostSignature
1796,Finland Agenda,Finland,Agenda,2019-01-04,2019,Proposal number 4 to change the election law.,AllAdmissible_FailedPostSignature
1797,Finland Agenda,Finland,Agenda,2019-01-03,2019,Proposal number 3 to change the election law.,AllAdmissible_FailedPostSignature
1798,Finland Agenda,Finland,Agenda,2019-01-02,2019,Removal of Power Tax on gas -powered passenger cars,AllAdmissible_FailedPostSignature
1799,Finland Agenda,Finland,Agenda,2019-01-02,2019,Defining the group of groups and recording and penalties in the Criminal Code.,AllAdmissible_FailedPostSignature
1800,Finland Agenda,Finland,Agenda,2019-01-02,2019,Proposal number 2 to change the election law.,AllAdmissible_FailedPostSignature
1801,Finland Agenda,Finland,Agenda,2019-01-01,2019,Natural resources below the ground for national ownership,AllAdmissible_FailedPostSignature
1802,Finland Agenda,Finland,Agenda,2019-01-01,2019,Proposal number 1 to change the election law.,AllAdmissible_FailedPostSignature
1803,Finland Agenda,Finland,Agenda,2018-12-31,2018,Sale of alcohol to individuals should be prohibited,AllAdmissible_FailedPostSignature
1804,Finland Agenda,Finland,Agenda,2018-12-23,2018,Denying advertising of instant loans.,AllAdmissible_FailedPostSignature
1805,Finland Agenda,Finland,Agenda,2018-12-21,2018,"After all, Lappeenranta is located for rescue helicopter!",AllAdmissible_FailedPostSignature
1806,Finland Agenda,Finland,Agenda,2018-12-21,2018,Expanding the pledge system to grocery products,AllAdmissible_FailedPostSignature
1807,Finland Agenda,Finland,Agenda,2018-12-21,2018,Religious instruction to be replaced by life view,AllAdmissible_FailedPostSignature
1808,Finland Agenda,Finland,Agenda,2018-12-17,2018,Traveling for conscripts free of charge,AllAdmissible_FailedPostSignature
1809,Finland Agenda,Finland,Agenda,2018-12-17,2018,Changing a car use fee (basic tax) to favor public transport,AllAdmissible_FailedPostSignature
1810,Finland Agenda,Finland,Agenda,2018-12-14,2018,"Repeating the natural monopolies, such as the Finnish electricity distribution network, to the ownership of the state.",AllAdmissible_FailedPostSignature
1811,Finland Agenda,Finland,Agenda,2018-12-13,2018,Asylum seekers who have received a negative decision shall be amended by the existing law,AllAdmissible_FailedPostSignature
1812,Finland Agenda,Finland,Agenda,2018-12-12,2018,Citizens 'Initiative to change the processing of citizens' initiative,AllAdmissible_FailedPostSignature
1813,Finland Agenda,Finland,Agenda,2018-12-10,2018,Motor liability reimbursement also for pets.,AllAdmissible_FailedPostSignature
1814,Finland Agenda,Finland,Agenda,2018-12-10,2018,Citizens' Initiative to reject the global mass immigration agreement,AllAdmissible_FailedPostSignature
1815,Finland Agenda,Finland,Agenda,2018-12-09,2018,A legal initiative for denying a swastika flag and other Nazi senses,AllAdmissible_FailedPostSignature
1816,Finland Agenda,Finland,Agenda,2018-12-08,2018,Citizens' Initiative to eliminate the basic payments of electricity transmission,AllAdmissible_FailedPostSignature
1817,Finland Agenda,Finland,Agenda,2018-12-06,2018,Removal of multiple taxation.,AllAdmissible_FailedPostSignature
1818,Finland Agenda,Finland,Agenda,2018-12-05,2018,Citizens' Initiative to Change Electricity Act,AllAdmissible_FailedPostSignature
1819,Finland Agenda,Finland,Agenda,2018-12-04,2018,Citizens' Initiative to invalidate the approval of the International GCM Agreement in Finland,AllAdmissible_FailedPostSignature
1820,Finland Agenda,Finland,Agenda,2018-12-04,2018,Basic income supported back to social service,AllAdmissible_FailedPostSignature
1821,Finland Agenda,Finland,Agenda,2018-12-03,2018,The abolition of insurance law,AllAdmissible_FailedPostSignature
1822,Finland Agenda,Finland,Agenda,2018-12-01,2018,Party support for renovation,AllAdmissible_FailedPostSignature
1823,Finland Agenda,Finland,Agenda,2018-12-01,2018,Reducing the alcohol tax on the European average.,AllAdmissible_FailedPostSignature
1824,Finland Agenda,Finland,Agenda,2018-11-30,2018,Restoring the National Blue Cover Passport,AllAdmissible_FailedPostSignature
